State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Gujarat,AHMADABAD,1997,Kharif     ,Arhar/Tur,2900,2200
Gujarat,AHMADABAD,1997,Kharif     ,Bajra,41700,43700
Gujarat,AHMADABAD,1997,Kharif     ,Dry chillies,700,700
Gujarat,AHMADABAD,1997,Kharif     ,Groundnut,500,600
Gujarat,AHMADABAD,1997,Kharif     ,Jowar,42500,33500
Gujarat,AHMADABAD,1997,Kharif     ,Moong(Green Gram),2300,1200
Gujarat,AHMADABAD,1997,Kharif     ,Moth,100,100
Gujarat,AHMADABAD,1997,Kharif     ,Other Kharif pulses,400,200
Gujarat,AHMADABAD,1997,Kharif     ,Urad,1300,1100
Gujarat,AHMADABAD,1997,Rabi       ,Gram,14400,7200
Gujarat,AHMADABAD,1997,Rabi       ,Jowar,2000,1700
Gujarat,AHMADABAD,1997,Rabi       ,Rapeseed &Mustard,9000,9400
Gujarat,AHMADABAD,1997,Rabi       ,Wheat,96000,121400
Gujarat,AHMADABAD,1997,Summer     ,Bajra,12200,26300
Gujarat,AHMADABAD,1997,Summer     ,Groundnut,100,100
Gujarat,AHMADABAD,1997,Whole Year ,Banana,200,14300
Gujarat,AHMADABAD,1997,Whole Year ,Castor seed,24300,35500
Gujarat,AHMADABAD,1997,Whole Year ,Cotton(lint),154900,181500
Gujarat,AHMADABAD,1997,Whole Year ,Maize,600,1000
Gujarat,AHMADABAD,1997,Whole Year ,Potato,2300,50000
Gujarat,AHMADABAD,1997,Whole Year ,Pulses total,7000,48
Gujarat,AHMADABAD,1997,Whole Year ,Rice,75300,114500
Gujarat,AHMADABAD,1997,Whole Year ,Sesamum,9300,6800
Gujarat,AHMADABAD,1997,Whole Year ,Sugarcane,600,39000
Gujarat,AHMADABAD,1997,Whole Year ,Tobacco,1200,2100
Gujarat,AHMADABAD,1998,Kharif     ,Arhar/Tur,3300,3100
Gujarat,AHMADABAD,1998,Kharif     ,Bajra,37300,43700
Gujarat,AHMADABAD,1998,Kharif     ,Castor seed,28500,65200
Gujarat,AHMADABAD,1998,Kharif     ,Cotton(lint),178800,293100
Gujarat,AHMADABAD,1998,Kharif     ,Groundnut,700,900
Gujarat,AHMADABAD,1998,Kharif     ,Jowar,58400,48200
Gujarat,AHMADABAD,1998,Kharif     ,Maize,1300,2200
Gujarat,AHMADABAD,1998,Kharif     ,Moong(Green Gram),2400,1300
Gujarat,AHMADABAD,1998,Kharif     ,Moth,300,100
Gujarat,AHMADABAD,1998,Kharif     ,Other Cereals & Millets,400,200
Gujarat,AHMADABAD,1998,Kharif     ,Other Kharif pulses,700,300
Gujarat,AHMADABAD,1998,Kharif     ,Rice,52200,72600
Gujarat,AHMADABAD,1998,Kharif     ,Sesamum,9900,5900
Gujarat,AHMADABAD,1998,Kharif     ,Small millets,400,200
Gujarat,AHMADABAD,1998,Kharif     ,Urad,1300,900
Gujarat,AHMADABAD,1998,Rabi       ,Gram,12300,6500
Gujarat,AHMADABAD,1998,Rabi       ,Jowar,2500,2000
Gujarat,AHMADABAD,1998,Rabi       ,Rapeseed &Mustard,6300,6300
Gujarat,AHMADABAD,1998,Rabi       ,Wheat,91600,138900
Gujarat,AHMADABAD,1998,Summer     ,Bajra,11100,22600
Gujarat,AHMADABAD,1998,Summer     ,Groundnut,400,600
Gujarat,AHMADABAD,1998,Whole Year ,Banana,100,8000
Gujarat,AHMADABAD,1998,Whole Year ,Oilseeds total,45800,78900
Gujarat,AHMADABAD,1998,Whole Year ,Onion,200,6700
Gujarat,AHMADABAD,1998,Whole Year ,Potato,3100,72300
Gujarat,AHMADABAD,1998,Whole Year ,Pulses total,20300,12200
Gujarat,AHMADABAD,1998,Whole Year ,Sugarcane,600,41000
Gujarat,AHMADABAD,1998,Whole Year ,Tobacco,500,900
Gujarat,AHMADABAD,1999,Kharif     ,Arhar/Tur,4400,3500
Gujarat,AHMADABAD,1999,Kharif     ,Bajra,36600,35100
Gujarat,AHMADABAD,1999,Kharif     ,Castor seed,31500,58700
Gujarat,AHMADABAD,1999,Kharif     ,Cotton(lint),151100,182700
Gujarat,AHMADABAD,1999,Kharif     ,Groundnut,1200,400
Gujarat,AHMADABAD,1999,Kharif     ,Jowar,64200,86900
Gujarat,AHMADABAD,1999,Kharif     ,Maize,2400,3100
Gujarat,AHMADABAD,1999,Kharif     ,Moong(Green Gram),2400,1300
Gujarat,AHMADABAD,1999,Kharif     ,Moth,800,100
Gujarat,AHMADABAD,1999,Kharif     ,Other Cereals & Millets,400,100
Gujarat,AHMADABAD,1999,Kharif     ,Other Kharif pulses,200,400
Gujarat,AHMADABAD,1999,Kharif     ,Rice,75100,78900
Gujarat,AHMADABAD,1999,Kharif     ,Sesamum,8000,3800
Gujarat,AHMADABAD,1999,Kharif     ,Small millets,400,100
Gujarat,AHMADABAD,1999,Kharif     ,Urad,1400,300
Gujarat,AHMADABAD,1999,Rabi       ,Gram,11700,4500
Gujarat,AHMADABAD,1999,Rabi       ,Jowar,2800,2500
Gujarat,AHMADABAD,1999,Rabi       ,Rapeseed &Mustard,8100,7700
Gujarat,AHMADABAD,1999,Rabi       ,Wheat,84000,114800
Gujarat,AHMADABAD,1999,Summer     ,Bajra,11000,23400
Gujarat,AHMADABAD,1999,Summer     ,Groundnut,400,700
Gujarat,AHMADABAD,1999,Whole Year ,Banana,100,8800
Gujarat,AHMADABAD,1999,Whole Year ,Dry chillies,200,200
Gujarat,AHMADABAD,1999,Whole Year ,Potato,2500,55500
Gujarat,AHMADABAD,1999,Whole Year ,Sugarcane,600,39000
Gujarat,AHMADABAD,1999,Whole Year ,Tobacco,800,1500
Gujarat,AHMADABAD,2000,Kharif     ,Arhar/Tur,4600,1500
Gujarat,AHMADABAD,2000,Kharif     ,Bajra,36300,28400
Gujarat,AHMADABAD,2000,Kharif     ,Castor seed,30200,31400
Gujarat,AHMADABAD,2000,Kharif     ,Cotton(lint),168000,92800
Gujarat,AHMADABAD,2000,Kharif     ,Groundnut,700,200
Gujarat,AHMADABAD,2000,Kharif     ,Jowar,9600,6100
Gujarat,AHMADABAD,2000,Kharif     ,Maize,500,400
Gujarat,AHMADABAD,2000,Kharif     ,Moong(Green Gram),2300,1200
Gujarat,AHMADABAD,2000,Kharif     ,Moth,900,100
Gujarat,AHMADABAD,2000,Kharif     ,Other Kharif pulses,400,100
Gujarat,AHMADABAD,2000,Kharif     ,Rice,84100,37500
Gujarat,AHMADABAD,2000,Kharif     ,Sesamum,6400,1000
Gujarat,AHMADABAD,2000,Kharif     ,Urad,800,200
Gujarat,AHMADABAD,2000,Rabi       ,Gram,2000,400
Gujarat,AHMADABAD,2000,Rabi       ,Jowar,300,100
Gujarat,AHMADABAD,2000,Rabi       ,Rapeseed &Mustard,1100,1300
Gujarat,AHMADABAD,2000,Rabi       ,Wheat,48700,78500
Gujarat,AHMADABAD,2000,Summer     ,Bajra,9100,20600
Gujarat,AHMADABAD,2000,Summer     ,Groundnut,100,200
Gujarat,AHMADABAD,2000,Whole Year ,Banana,200,8000
Gujarat,AHMADABAD,2000,Whole Year ,Guar seed,3300,700
Gujarat,AHMADABAD,2000,Whole Year ,Potato,2000,41200
Gujarat,AHMADABAD,2000,Whole Year ,Sugarcane,800,59000
Gujarat,AHMADABAD,2000,Whole Year ,Tobacco,1000,1700
Gujarat,AHMADABAD,2001,Kharif     ,Arhar/Tur,2800,1800
Gujarat,AHMADABAD,2001,Kharif     ,Bajra,33500,37800
Gujarat,AHMADABAD,2001,Kharif     ,Castor seed,14900,16800
Gujarat,AHMADABAD,2001,Kharif     ,Cotton(lint),182600,104500
Gujarat,AHMADABAD,2001,Kharif     ,Groundnut,1300,1800
Gujarat,AHMADABAD,2001,Kharif     ,Maize,1500,3100
Gujarat,AHMADABAD,2001,Kharif     ,Moong(Green Gram),2500,1200
Gujarat,AHMADABAD,2001,Kharif     ,Moth,800,300
Gujarat,AHMADABAD,2001,Kharif     ,Other Kharif pulses,800,400
Gujarat,AHMADABAD,2001,Kharif     ,Rice,82000,144300
Gujarat,AHMADABAD,2001,Kharif     ,Sesamum,4100,2300
Gujarat,AHMADABAD,2001,Kharif     ,Urad,800,500
Gujarat,AHMADABAD,2001,Rabi       ,Gram,12700,4200
Gujarat,AHMADABAD,2001,Rabi       ,Jowar,100,100
Gujarat,AHMADABAD,2001,Rabi       ,Rapeseed &Mustard,2000,1900
Gujarat,AHMADABAD,2001,Rabi       ,Wheat,81000,103500
Gujarat,AHMADABAD,2001,Summer     ,Bajra,7900,16600
Gujarat,AHMADABAD,2001,Summer     ,Groundnut,100,100
Gujarat,AHMADABAD,2001,Whole Year ,Dry chillies,100,100
Gujarat,AHMADABAD,2001,Whole Year ,Guar seed,3500,1500
Gujarat,AHMADABAD,2001,Whole Year ,Onion,100,3900
Gujarat,AHMADABAD,2001,Whole Year ,Potato,2100,45700
Gujarat,AHMADABAD,2001,Whole Year ,Sugarcane,500,38000
Gujarat,AHMADABAD,2001,Whole Year ,Tobacco,1000,1800
Gujarat,AHMADABAD,2002,Kharif     ,Arhar/Tur,3100,1900
Gujarat,AHMADABAD,2002,Kharif     ,Bajra,38200,39100
Gujarat,AHMADABAD,2002,Kharif     ,Castor seed,10400,8900
Gujarat,AHMADABAD,2002,Kharif     ,Cotton(lint),164300,113400
Gujarat,AHMADABAD,2002,Kharif     ,Groundnut,2100,1100
Gujarat,AHMADABAD,2002,Kharif     ,Maize,2700,4600
Gujarat,AHMADABAD,2002,Kharif     ,Moong(Green Gram),2100,600
Gujarat,AHMADABAD,2002,Kharif     ,Moth,700,500
Gujarat,AHMADABAD,2002,Kharif     ,Other Kharif pulses,4600,3500
Gujarat,AHMADABAD,2002,Kharif     ,Rice,47500,39300
Gujarat,AHMADABAD,2002,Kharif     ,Sesamum,10400,4600
Gujarat,AHMADABAD,2002,Kharif     ,Urad,1400,500
Gujarat,AHMADABAD,2002,Rabi       ,Gram,12100,4100
Gujarat,AHMADABAD,2002,Rabi       ,Jowar,200,100
Gujarat,AHMADABAD,2002,Rabi       ,Rapeseed &Mustard,2100,2100
Gujarat,AHMADABAD,2002,Rabi       ,Small millets,100,0
Gujarat,AHMADABAD,2002,Rabi       ,Wheat,79500,107400
Gujarat,AHMADABAD,2002,Summer     ,Bajra,2700,4400
Gujarat,AHMADABAD,2002,Summer     ,Groundnut,100,200
Gujarat,AHMADABAD,2002,Whole Year ,Guar seed,2600,800
Gujarat,AHMADABAD,2002,Whole Year ,Onion,100,2700
Gujarat,AHMADABAD,2002,Whole Year ,Potato,900,20500
Gujarat,AHMADABAD,2002,Whole Year ,Sugarcane,500,32000
Gujarat,AHMADABAD,2002,Whole Year ,Tobacco,1000,1800
Gujarat,AHMADABAD,2003,Kharif     ,Arhar/Tur,2600,2300
Gujarat,AHMADABAD,2003,Kharif     ,Bajra,29300,31200
Gujarat,AHMADABAD,2003,Kharif     ,Castor seed,5700,7700
Gujarat,AHMADABAD,2003,Kharif     ,Cotton(lint),168000,246300
Gujarat,AHMADABAD,2003,Kharif     ,Groundnut,100,300
Gujarat,AHMADABAD,2003,Kharif     ,Maize,700,1200
Gujarat,AHMADABAD,2003,Kharif     ,Moong(Green Gram),2300,1400
Gujarat,AHMADABAD,2003,Kharif     ,Moth,800,400
Gujarat,AHMADABAD,2003,Kharif     ,Other Kharif pulses,2300,1400
Gujarat,AHMADABAD,2003,Kharif     ,Rice,83200,197600
Gujarat,AHMADABAD,2003,Kharif     ,Sesamum,15300,8000
Gujarat,AHMADABAD,2003,Kharif     ,Urad,700,500
Gujarat,AHMADABAD,2003,Rabi       ,Gram,17900,7200
Gujarat,AHMADABAD,2003,Rabi       ,Rapeseed &Mustard,2500,3400
Gujarat,AHMADABAD,2003,Rabi       ,Wheat,111400,182600
Gujarat,AHMADABAD,2003,Summer     ,Bajra,2000,4900
Gujarat,AHMADABAD,2003,Whole Year ,Dry chillies,100,100
Gujarat,AHMADABAD,2003,Whole Year ,Guar seed,400,300
Gujarat,AHMADABAD,2003,Whole Year ,Sugarcane,300,22000
Gujarat,AHMADABAD,2003,Whole Year ,Tobacco,1000,1800
Gujarat,AHMADABAD,2004,Kharif     ,Arhar/Tur,1200,1200
Gujarat,AHMADABAD,2004,Kharif     ,Bajra,13200,15700
Gujarat,AHMADABAD,2004,Kharif     ,Castor seed,9100,14100
Gujarat,AHMADABAD,2004,Kharif     ,Cotton(lint),189500,332700
Gujarat,AHMADABAD,2004,Kharif     ,Groundnut,100,100
Gujarat,AHMADABAD,2004,Kharif     ,Jowar,1400,1300
Gujarat,AHMADABAD,2004,Kharif     ,Moong(Green Gram),1100,500
Gujarat,AHMADABAD,2004,Kharif     ,Other Kharif pulses,800,500
Gujarat,AHMADABAD,2004,Kharif     ,Rice,78900,176000
Gujarat,AHMADABAD,2004,Kharif     ,Sesamum,14300,2700
Gujarat,AHMADABAD,2004,Kharif     ,Urad,300,200
Gujarat,AHMADABAD,2004,Rabi       ,Gram,19200,10800
Gujarat,AHMADABAD,2004,Rabi       ,Rapeseed &Mustard,2800,4200
Gujarat,AHMADABAD,2004,Rabi       ,Wheat,124300,218000
Gujarat,AHMADABAD,2004,Summer     ,Bajra,1500,3800
Gujarat,AHMADABAD,2004,Summer     ,Rice,100,200
Gujarat,AHMADABAD,2004,Whole Year ,Guar seed,400,300
Gujarat,AHMADABAD,2004,Whole Year ,Sugarcane,100,5000
Gujarat,AHMADABAD,2004,Whole Year ,Tobacco,1000,1600
Gujarat,AHMADABAD,2005,Kharif     ,Arhar/Tur,2000,1900
Gujarat,AHMADABAD,2005,Kharif     ,Bajra,19300,15100
Gujarat,AHMADABAD,2005,Kharif     ,Castor seed,14500,21500
Gujarat,AHMADABAD,2005,Kharif     ,Cotton(lint),170300,266100
Gujarat,AHMADABAD,2005,Kharif     ,Groundnut,100,200
Gujarat,AHMADABAD,2005,Kharif     ,Jowar,800,900
Gujarat,AHMADABAD,2005,Kharif     ,Maize,200,300
Gujarat,AHMADABAD,2005,Kharif     ,Moong(Green Gram),4500,2700
Gujarat,AHMADABAD,2005,Kharif     ,Moth,500,300
Gujarat,AHMADABAD,2005,Kharif     ,Other Kharif pulses,6800,4500
Gujarat,AHMADABAD,2005,Kharif     ,Rice,94800,235500
Gujarat,AHMADABAD,2005,Kharif     ,Sesamum,10800,2800
Gujarat,AHMADABAD,2005,Kharif     ,Urad,400,300
Gujarat,AHMADABAD,2005,Rabi       ,Gram,9500,6300
Gujarat,AHMADABAD,2005,Rabi       ,Other Cereals & Millets,3200,3100
Gujarat,AHMADABAD,2005,Rabi       ,Rapeseed &Mustard,2900,3400
Gujarat,AHMADABAD,2005,Rabi       ,Wheat,108000,191900
Gujarat,AHMADABAD,2005,Summer     ,Bajra,2900,7700
Gujarat,AHMADABAD,2005,Summer     ,Rice,1000,2900
Gujarat,AHMADABAD,2005,Whole Year ,Dry chillies,500,400
Gujarat,AHMADABAD,2005,Whole Year ,Guar seed,200,100
Gujarat,AHMADABAD,2005,Whole Year ,Sugarcane,100,9000
Gujarat,AHMADABAD,2005,Whole Year ,Tobacco,700,1000
Gujarat,AHMADABAD,2006,Kharif     ,Arhar/Tur,1500,1300
Gujarat,AHMADABAD,2006,Kharif     ,Bajra,23500,16300
Gujarat,AHMADABAD,2006,Kharif     ,Castor seed,12800,21300
Gujarat,AHMADABAD,2006,Kharif     ,Cotton(lint),174800,221100
Gujarat,AHMADABAD,2006,Kharif     ,Groundnut,200,200
Gujarat,AHMADABAD,2006,Kharif     ,Moong(Green Gram),1800,600
Gujarat,AHMADABAD,2006,Kharif     ,Moth,500,100
Gujarat,AHMADABAD,2006,Kharif     ,Other Kharif pulses,3700,2300
Gujarat,AHMADABAD,2006,Kharif     ,Rice,97300,178800
Gujarat,AHMADABAD,2006,Kharif     ,Sesamum,8400,2100
Gujarat,AHMADABAD,2006,Kharif     ,Urad,200,100
Gujarat,AHMADABAD,2006,Rabi       ,Gram,28800,20200
Gujarat,AHMADABAD,2006,Rabi       ,Jowar,1300,1100
Gujarat,AHMADABAD,2006,Rabi       ,Other Cereals & Millets,200,200
Gujarat,AHMADABAD,2006,Rabi       ,Rapeseed &Mustard,1900,1800
Gujarat,AHMADABAD,2006,Rabi       ,Wheat,132400,228900
Gujarat,AHMADABAD,2006,Summer     ,Bajra,1100,2800
Gujarat,AHMADABAD,2006,Summer     ,Groundnut,100,200
Gujarat,AHMADABAD,2006,Summer     ,Rice,2800,8100
Gujarat,AHMADABAD,2006,Whole Year ,Banana,100,1300
Gujarat,AHMADABAD,2006,Whole Year ,Dry chillies,200,200
Gujarat,AHMADABAD,2006,Whole Year ,Guar seed,1000,400
Gujarat,AHMADABAD,2007,Kharif     ,Arhar/Tur,1800,2000
Gujarat,AHMADABAD,2007,Kharif     ,Bajra,21200,19100
Gujarat,AHMADABAD,2007,Kharif     ,Castor seed,11300,17500
Gujarat,AHMADABAD,2007,Kharif     ,Cotton(lint),185200,256900
Gujarat,AHMADABAD,2007,Kharif     ,Groundnut,100,200
Gujarat,AHMADABAD,2007,Kharif     ,Jowar,5000,6600
Gujarat,AHMADABAD,2007,Kharif     ,Moong(Green Gram),1800,1000
Gujarat,AHMADABAD,2007,Kharif     ,Moth,1400,800
Gujarat,AHMADABAD,2007,Kharif     ,Other Cereals & Millets,300,200
Gujarat,AHMADABAD,2007,Kharif     ,Other Kharif pulses,1400,900
Gujarat,AHMADABAD,2007,Kharif     ,Rice,105200,214100
Gujarat,AHMADABAD,2007,Kharif     ,Sesamum,7700,2100
Gujarat,AHMADABAD,2007,Kharif     ,Urad,1200,800
Gujarat,AHMADABAD,2007,Rabi       ,Gram,26400,14800
Gujarat,AHMADABAD,2007,Rabi       ,Other Cereals & Millets,1200,1700
Gujarat,AHMADABAD,2007,Rabi       ,Rapeseed &Mustard,1500,2000
Gujarat,AHMADABAD,2007,Rabi       ,Wheat,150200,275600
Gujarat,AHMADABAD,2007,Summer     ,Bajra,1200,3000
Gujarat,AHMADABAD,2007,Summer     ,Groundnut,100,200
Gujarat,AHMADABAD,2007,Summer     ,Rice,2800,8600
Gujarat,AHMADABAD,2007,Whole Year ,Banana,100,4000
Gujarat,AHMADABAD,2007,Whole Year ,Dry chillies,500,500
Gujarat,AHMADABAD,2007,Whole Year ,Guar seed,100,100
Gujarat,AHMADABAD,2007,Whole Year ,Onion,600,19100
Gujarat,AHMADABAD,2007,Whole Year ,Potato,1400,33500
Gujarat,AHMADABAD,2007,Whole Year ,Sugarcane,100,5000
Gujarat,AHMADABAD,2008,Kharif     ,Arhar/Tur,1400,1400
Gujarat,AHMADABAD,2008,Kharif     ,Bajra,15000,20700
Gujarat,AHMADABAD,2008,Kharif     ,Castor seed,15900,28500
Gujarat,AHMADABAD,2008,Kharif     ,Cotton(lint),193900,268200
Gujarat,AHMADABAD,2008,Kharif     ,Groundnut,200,300
Gujarat,AHMADABAD,2008,Kharif     ,Jowar,12800,16200
Gujarat,AHMADABAD,2008,Kharif     ,Moong(Green Gram),2300,1000
Gujarat,AHMADABAD,2008,Kharif     ,Moth,2100,500
Gujarat,AHMADABAD,2008,Kharif     ,Other Kharif pulses,5900,3900
Gujarat,AHMADABAD,2008,Kharif     ,Rice,96100,175500
Gujarat,AHMADABAD,2008,Kharif     ,Sesamum,7100,2400
Gujarat,AHMADABAD,2008,Kharif     ,Tobacco,600,900
Gujarat,AHMADABAD,2008,Kharif     ,Urad,1300,700
Gujarat,AHMADABAD,2008,Rabi       ,Gram,19600,11600
Gujarat,AHMADABAD,2008,Rabi       ,Rapeseed &Mustard,1600,1800
Gujarat,AHMADABAD,2008,Rabi       ,Wheat,140800,194600
Gujarat,AHMADABAD,2008,Summer     ,Bajra,1400,3700
Gujarat,AHMADABAD,2008,Summer     ,Groundnut,200,300
Gujarat,AHMADABAD,2008,Summer     ,Rice,2300,6400
Gujarat,AHMADABAD,2008,Whole Year ,Banana,100,6100
Gujarat,AHMADABAD,2008,Whole Year ,Dry chillies,100,100
Gujarat,AHMADABAD,2008,Whole Year ,Guar seed,1200,400
Gujarat,AHMADABAD,2008,Whole Year ,Sugarcane,100,4000
Gujarat,AHMADABAD,2009,Kharif     ,Arhar/Tur,1200,1000
Gujarat,AHMADABAD,2009,Kharif     ,Bajra,12700,14900
Gujarat,AHMADABAD,2009,Kharif     ,Castor seed,19400,26800
Gujarat,AHMADABAD,2009,Kharif     ,Cotton(lint),220000,361200
Gujarat,AHMADABAD,2009,Kharif     ,Groundnut,100,100
Gujarat,AHMADABAD,2009,Kharif     ,Maize,300,300
Gujarat,AHMADABAD,2009,Kharif     ,Moong(Green Gram),2000,800
Gujarat,AHMADABAD,2009,Kharif     ,Moth,2300,700
Gujarat,AHMADABAD,2009,Kharif     ,Other Kharif pulses,4100,3300
Gujarat,AHMADABAD,2009,Kharif     ,Rice,83700,209200
Gujarat,AHMADABAD,2009,Kharif     ,Sesamum,4700,1300
Gujarat,AHMADABAD,2009,Kharif     ,Urad,1200,700
Gujarat,AHMADABAD,2009,Rabi       ,Gram,4400,2500
Gujarat,AHMADABAD,2009,Rabi       ,Rapeseed &Mustard,1100,1400
Gujarat,AHMADABAD,2009,Rabi       ,Wheat,91500,209500
Gujarat,AHMADABAD,2009,Summer     ,Bajra,900,2300
Gujarat,AHMADABAD,2009,Summer     ,Rice,5300,17100
Gujarat,AHMADABAD,2009,Whole Year ,Dry chillies,400,400
Gujarat,AHMADABAD,2009,Whole Year ,Guar seed,200,100
Gujarat,AHMADABAD,2009,Whole Year ,Sugarcane,100,5000
Gujarat,AHMADABAD,2010,Kharif     ,Arhar/Tur,1100,1100
Gujarat,AHMADABAD,2010,Kharif     ,Bajra,12800,18000
Gujarat,AHMADABAD,2010,Kharif     ,Castor seed,28000,54200
Gujarat,AHMADABAD,2010,Kharif     ,Cotton(lint),209200,592000
Gujarat,AHMADABAD,2010,Kharif     ,Groundnut,100,100
Gujarat,AHMADABAD,2010,Kharif     ,Jowar,200,200
Gujarat,AHMADABAD,2010,Kharif     ,Maize,100,200
Gujarat,AHMADABAD,2010,Kharif     ,Moong(Green Gram),2000,900
Gujarat,AHMADABAD,2010,Kharif     ,Moth,2800,1700
Gujarat,AHMADABAD,2010,Kharif     ,Other Kharif pulses,6000,3000
Gujarat,AHMADABAD,2010,Kharif     ,other oilseeds,50900,19000
Gujarat,AHMADABAD,2010,Kharif     ,Rice,103500,273600
Gujarat,AHMADABAD,2010,Kharif     ,Sesamum,4800,1900
Gujarat,AHMADABAD,2010,Kharif     ,Tobacco,200,400
Gujarat,AHMADABAD,2010,Kharif     ,Urad,1300,800
Gujarat,AHMADABAD,2010,Rabi       ,Gram,4400,3300
Gujarat,AHMADABAD,2010,Rabi       ,Jowar,1000,1100
Gujarat,AHMADABAD,2010,Rabi       ,Rapeseed &Mustard,1200,1900
Gujarat,AHMADABAD,2010,Rabi       ,Wheat,230400,547600
Gujarat,AHMADABAD,2010,Summer     ,Bajra,1800,5000
Gujarat,AHMADABAD,2010,Summer     ,Moong(Green Gram),1000,500
Gujarat,AHMADABAD,2010,Summer     ,Rice,10000,36700
Gujarat,AHMADABAD,2010,Whole Year ,Garlic,200,1100
Gujarat,AHMADABAD,2010,Whole Year ,Guar seed,300,200
Gujarat,AHMADABAD,2010,Whole Year ,Onion,200,4100
Gujarat,AHMADABAD,2010,Whole Year ,Sugarcane,100,7000
Gujarat,AHMADABAD,2011,Kharif     ,Arhar/Tur,1100,1200
Gujarat,AHMADABAD,2011,Kharif     ,Bajra,12900,18100
Gujarat,AHMADABAD,2011,Kharif     ,Castor seed,36000,80700
Gujarat,AHMADABAD,2011,Kharif     ,Cotton(lint),221900,391600
Gujarat,AHMADABAD,2011,Kharif     ,Groundnut,200,300
Gujarat,AHMADABAD,2011,Kharif     ,Moong(Green Gram),1900,900
Gujarat,AHMADABAD,2011,Kharif     ,Moth,4600,2900
Gujarat,AHMADABAD,2011,Kharif     ,Other Kharif pulses,8000,3900
Gujarat,AHMADABAD,2011,Kharif     ,Rice,119000,311000
Gujarat,AHMADABAD,2011,Kharif     ,Sesamum,3200,1400
Gujarat,AHMADABAD,2011,Kharif     ,Tobacco,100,100
Gujarat,AHMADABAD,2011,Kharif     ,Urad,600,500
Gujarat,AHMADABAD,2011,Rabi       ,Gram,29700,20800
Gujarat,AHMADABAD,2011,Rabi       ,Jowar,9000,9600
Gujarat,AHMADABAD,2011,Rabi       ,Onion,100,2200
Gujarat,AHMADABAD,2011,Rabi       ,Rapeseed &Mustard,1800,2800
Gujarat,AHMADABAD,2011,Rabi       ,Wheat,189800,473900
Gujarat,AHMADABAD,2011,Summer     ,Bajra,3500,9000
Gujarat,AHMADABAD,2011,Summer     ,Moong(Green Gram),400,300
Gujarat,AHMADABAD,2011,Summer     ,Rice,14100,54600
Gujarat,AHMADABAD,2011,Whole Year ,Guar seed,600,400
Gujarat,AHMADABAD,2011,Whole Year ,other oilseeds,1900,900
Gujarat,AHMADABAD,2012,Kharif     ,Arhar/Tur,1000,900
Gujarat,AHMADABAD,2012,Kharif     ,Bajra,1700,2200
Gujarat,AHMADABAD,2012,Kharif     ,Castor seed,52500,78800
Gujarat,AHMADABAD,2012,Kharif     ,Cotton(lint),176800,302100
Gujarat,AHMADABAD,2012,Kharif     ,Groundnut,100,100
Gujarat,AHMADABAD,2012,Kharif     ,Moong(Green Gram),800,400
Gujarat,AHMADABAD,2012,Kharif     ,Moth,1500,800
Gujarat,AHMADABAD,2012,Kharif     ,Other Kharif pulses,4200,1500
Gujarat,AHMADABAD,2012,Kharif     ,Rice,107800,212600
Gujarat,AHMADABAD,2012,Kharif     ,Sesamum,1600,800
Gujarat,AHMADABAD,2012,Kharif     ,Tobacco,100,200
Gujarat,AHMADABAD,2012,Kharif     ,Urad,100,100
Gujarat,AHMADABAD,2012,Rabi       ,Gram,15700,11300
Gujarat,AHMADABAD,2012,Rabi       ,Rapeseed &Mustard,500,900
Gujarat,AHMADABAD,2012,Rabi       ,Tobacco,100,100
Gujarat,AHMADABAD,2012,Rabi       ,Wheat,178800,451100
Gujarat,AHMADABAD,2012,Summer     ,Bajra,900,2300
Gujarat,AHMADABAD,2012,Summer     ,Moong(Green Gram),500,300
Gujarat,AHMADABAD,2012,Summer     ,Rice,4700,13100
Gujarat,AHMADABAD,2012,Whole Year ,Guar seed,10600,6400
Gujarat,AMRELI,1997,Kharif     ,Arhar/Tur,1100,800
Gujarat,AMRELI,1997,Kharif     ,Bajra,46100,97200
Gujarat,AMRELI,1997,Kharif     ,Dry chillies,400,200
Gujarat,AMRELI,1997,Kharif     ,Groundnut,285400,239500
Gujarat,AMRELI,1997,Kharif     ,Jowar,17600,6000
Gujarat,AMRELI,1997,Kharif     ,Moong(Green Gram),2700,1400
Gujarat,AMRELI,1997,Kharif     ,Moth,500,200
Gujarat,AMRELI,1997,Kharif     ,Urad,2400,1200
Gujarat,AMRELI,1997,Rabi       ,Gram,2500,1600
Gujarat,AMRELI,1997,Rabi       ,Jowar,1700,1500
Gujarat,AMRELI,1997,Rabi       ,Rapeseed &Mustard,1500,1500
Gujarat,AMRELI,1997,Rabi       ,Wheat,17300,49300
Gujarat,AMRELI,1997,Summer     ,Bajra,300,600
Gujarat,AMRELI,1997,Summer     ,Groundnut,4200,5000
Gujarat,AMRELI,1997,Whole Year ,Castor seed,1500,3400
Gujarat,AMRELI,1997,Whole Year ,Cotton(lint),79700,228200
Gujarat,AMRELI,1997,Whole Year ,Garlic,1300,8800
Gujarat,AMRELI,1997,Whole Year ,Maize,4700,7700
Gujarat,AMRELI,1997,Whole Year ,Onion,1700,59900
Gujarat,AMRELI,1997,Whole Year ,Pulses total,6700,36
Gujarat,AMRELI,1997,Whole Year ,Sesamum,32100,15800
Gujarat,AMRELI,1997,Whole Year ,Sugarcane,5800,427000
